temperature,cpu_usage,memory_usage,network_traffic,failure
55.1,14.77,46.66,161.03,0
56.62,13.92,72.82,403.02,0
46.25,56.12,61.36,97.09,0
58.18,24.27,78.85,458.24,0
55.48,50.4,56.45,242.96,0
44.58,47.46,57.5,483.74,0
54.59,43.84,49.87,199.14,0
54.36,52.89,59.73,530.97,0
69.38,47.85,85.56,185.08,1
62.15,0.0,45.95,84.73,0
55.09,39.17,66.66,305.17,0
56.99,52.65,39.15,448.08,0
55.35,74.53,17.8,394.89,1
53.38,75.36,58.73,439.56,1
46.34,20.46,61.67,397.26,0
53.79,38.7,53.02,201.57,0
49.03,16.81,28.07,391.97,0
45.0,72.36,60.48,311.14,0
59.09,63.23,59.79,214.83,1
58.13,51.31,39.0,321.52,0
40.71,47.99,30.64,293.24,0
54.02,69.85,50.46,469.92,1
62.97,66.8,66.75,238.21,1
63.47,65.84,62.5,232.61,0
63.21,53.22,39.14,216.16,0
55.31,38.71,57.46,527.62,0
48.24,58.81,70.97,222.88,0
46.33,59.69,33.89,455.62,0
57.76,41.57,56.14,176.23,0
58.03,38.68,79.11,360.79,0
65.3,65.4,32.05,331.5,0
63.8,74.95,75.8,448.0,1
53.94,31.51,84.15,430.61,0
45.05,40.26,51.0,309.83,0
52.45,51.32,48.83,235.55,0
56.74,53.76,73.6,495.0,0
53.38,35.6,51.65,223.57,0
50.38,78.9,12.64,27.87,0
57.02,52.6,53.22,76.97,0
50.97,54.56,63.47,106.19,0
49.98,76.66,68.32,371.48,0
57.49,36.92,39.15,565.74,0
51.78,43.41,50.14,55.2,0
56.95,22.44,72.58,206.09,0
57.19,41.9,53.92,310.68,0
45.88,18.2,27.48,485.46,0
51.15,58.46,77.28,205.45,0
66.5,52.56,51.15,370.9,0
45.7,40.01,74.64,269.99,0
38.07,43.19,29.88,612.86,0
40.11,58.71,52.82,317.34,0
55.23,24.56,64.18,342.68,0
55.25,48.68,53.43,310.11,0
54.06,57.59,33.71,250.24,0
64.71,12.92,12.04,413.98,0
33.62,57.33,82.42,160.92,0
58.17,14.87,59.46,59.76,0
67.49,42.88,76.0,281.98,0
45.98,24.06,71.72,397.87,0
51.96,70.76,65.74,230.31,0
48.98,24.17,49.22,322.38,0
47.85,15.3,63.82,153.52,0
52.39,47.4,80.79,427.52,0
66.42,37.55,56.49,378.23,0
69.7,17.92,89.23,302.37,0
52.31,54.46,28.01,320.25,0
70.24,9.15,26.08,132.77,0
55.28,26.35,72.79,138.13,0
69.03,34.65,40.26,285.36,0
54.25,59.44,91.78,361.65,0
56.05,68.32,79.07,367.73,0
57.92,64.85,83.58,256.45,0
80.43,42.24,70.92,389.45,1
61.81,1.31,38.41,470.49,0
49.34,52.04,25.13,289.36,0
62.75,71.47,81.92,337.16,1
52.11,67.21,28.01,275.06,0
51.08,53.33,83.53,284.84,0
62.27,23.59,67.05,320.35,0
55.25,35.54,53.63,504.39,0
57.23,79.81,62.96,409.83,1
55.11,19.5,63.38,399.02,0
57.69,24.34,51.36,245.55,0
58.4,61.97,80.66,192.22,1
39.5,37.24,80.05,346.74,0
60.33,23.73,57.8,449.25,0
47.14,72.5,44.2,506.81,0
43.46,53.3,78.51,5.68,0
54.53,38.13,18.59,593.57,0
55.67,24.38,62.99,350.04,0
49.45,81.85,68.31,409.07,1
61.65,44.56,40.09,91.21,0
44.26,70.15,72.53,271.57,0
51.74,61.09,54.53,398.74,0
50.32,35.62,45.18,159.03,0
54.63,35.77,72.34,0.0,0
57.23,71.03,35.46,340.26,0
46.94,71.33,70.65,294.03,0
60.79,11.22,19.32,472.96,0
55.5,54.9,60.14,280.81,0
39.86,42.82,55.79,289.59,0
39.33,26.4,45.29,383.72,0
54.9,49.71,62.01,424.02,0
53.23,20.71,53.57,214.95,0
54.17,36.6,73.98,413.34,1
54.78,30.63,65.08,237.39,0
56.8,36.0,63.15,301.98,0
62.58,43.71,60.25,380.49,0
46.11,26.72,46.5,401.42,0
45.62,73.32,49.57,338.2,0
46.25,53.88,59.47,170.33,0
57.31,77.3,51.88,75.57,0
64.96,42.12,75.01,277.45,0
51.55,35.12,56.68,416.55,0
34.99,76.65,61.77,353.96,0
41.37,34.59,29.75,329.04,0
48.34,41.79,71.98,299.16,0
50.54,57.96,44.54,337.09,0
51.73,22.72,36.23,180.71,0
55.31,57.8,84.63,393.62,0
52.51,55.5,67.56,401.56,1
63.39,67.85,72.59,257.37,1
49.59,61.02,63.18,352.44,1
48.1,68.4,53.32,94.01,0
58.83,43.01,49.97,321.61,0
42.71,29.47,69.02,284.02,0
58.12,82.98,75.39,451.11,1
55.82,17.52,53.77,276.16,0
53.82,19.32,92.31,404.24,0
67.71,55.17,51.45,253.06,0
50.02,74.25,29.91,25.67,0
71.48,48.41,24.01,272.94,0
53.2,62.99,24.62,323.61,0
44.78,9.08,47.55,318.1,0
55.56,36.01,50.82,319.91,0
46.39,11.27,67.29,239.23,0
48.99,59.05,54.49,261.15,0
58.18,17.15,70.18,164.84,0
59.44,22.0,55.81,60.41,0
50.02,54.25,55.24,287.22,0
62.9,64.11,44.6,210.58,0
64.26,42.14,80.61,429.58,1
66.49,55.26,27.43,38.16,0
59.24,54.68,60.42,334.92,1
65.91,41.12,51.73,554.58,0
39.95,25.3,69.07,278.06,0
52.46,55.17,54.63,299.67,0
48.06,56.04,55.16,351.16,0
55.95,61.09,50.2,360.54,0
50.43,50.62,80.08,250.98,0
53.67,23.97,55.04,179.0,0
70.06,57.43,90.45,378.33,1
53.64,44.98,59.9,71.03,0
58.31,36.31,55.39,399.87,0
53.14,39.7,52.38,252.98,0
55.61,32.58,65.16,300.37,0
55.05,61.0,44.41,236.93,0
58.59,19.47,57.62,471.71,0
64.32,27.12,55.15,329.88,0
68.18,39.08,60.85,261.39,0
57.48,74.05,61.3,258.01,1
59.72,63.98,62.24,282.22,1
45.79,15.46,56.71,587.63,0
54.3,69.32,83.24,141.95,1
62.52,69.29,62.61,429.95,1
61.93,23.87,100.0,368.17,0
56.69,0.0,55.9,484.78,0
62.09,43.7,72.26,375.49,1
58.93,65.2,41.93,300.4,0
64.6,73.64,80.21,422.4,1
57.31,29.33,42.32,327.57,0
52.15,76.54,63.21,390.59,1
57.69,4.9,50.24,471.39,0
31.56,38.38,63.14,311.1,0
58.06,37.49,50.77,249.07,0
30.0,65.74,40.79,222.74,0
41.21,68.37,50.11,354.06,0
58.61,62.18,82.75,194.62,1
58.82,20.69,63.41,258.02,0
45.7,60.53,31.8,183.89,0
49.3,54.16,74.72,361.0,0
65.96,14.92,38.95,209.74,0
51.13,7.79,68.38,145.59,0
72.94,63.68,64.96,166.71,1
54.98,41.76,66.09,231.47,0
58.26,21.87,88.36,242.36,0
67.93,41.25,40.08,330.17,0
56.05,51.55,65.99,280.61,0
46.98,43.51,77.67,344.44,0
54.12,17.06,43.42,354.07,0
54.72,78.94,41.58,388.86,0
44.08,63.08,49.83,71.06,0
52.95,38.96,60.85,164.73,0
49.06,39.69,29.61,366.59,0
62.39,51.47,64.93,325.37,0
55.28,24.67,29.65,417.23,0
52.74,50.81,78.28,114.72,0
54.15,21.05,64.25,242.98,0
56.78,43.73,89.44,264.43,1
59.93,23.97,67.04,319.99,0
47.0,24.87,49.51,304.31,0
46.67,74.62,40.62,356.29,0
63.84,46.07,59.3,286.24,0
51.7,48.73,54.46,464.68,0
43.67,8.8,76.35,502.95,0
58.55,34.25,38.28,165.85,0
58.71,53.3,91.38,305.41,1
42.75,48.49,77.95,395.76,1
56.84,6.23,51.34,370.24,0
60.88,48.73,87.36,251.06,1
58.0,51.6,40.9,330.58,0
60.06,68.11,58.7,109.99,1
43.77,33.21,32.02,297.7,0
57.65,4.64,88.24,124.76,0
52.58,27.06,25.35,360.96,0
51.14,25.25,29.07,166.09,0
61.96,58.26,43.58,319.56,0
66.83,0.0,78.8,338.3,0
69.35,36.93,72.19,309.1,0
65.52,70.66,57.2,224.17,1
54.12,45.13,73.34,274.76,0
57.82,61.13,52.92,441.73,1
61.13,15.45,62.6,249.05,0
55.97,16.16,84.73,302.57,0
56.05,70.87,50.56,233.19,1
61.59,46.82,41.21,422.45,0
54.53,46.86,63.47,309.34,1
49.17,24.87,68.32,208.32,0
51.68,46.81,56.99,300.86,0
60.07,24.37,73.06,271.08,0
55.02,66.36,51.38,467.11,0
57.72,94.1,57.3,294.64,1
60.36,53.71,61.74,134.07,0
52.0,33.57,60.17,359.84,0
61.05,0.0,84.04,514.33,0
58.03,14.68,61.65,443.63,0
45.12,72.99,49.53,167.65,0
66.54,26.47,64.5,267.75,0
50.99,38.32,73.16,296.32,1
41.76,56.8,68.94,297.77,0
46.64,71.68,67.94,345.72,0
46.83,41.41,28.04,258.71,0
55.42,37.72,10.13,190.13,0
52.81,46.29,77.95,414.22,1
52.31,33.7,62.9,165.17,0
59.96,34.67,54.61,203.75,0
57.72,52.41,67.5,164.43,0
57.53,48.34,89.69,373.47,0
58.28,83.37,80.44,312.78,1
59.93,52.9,72.32,406.02,1
38.14,65.72,39.04,205.78,0
52.08,25.72,41.38,149.64,0
37.56,54.45,12.04,246.73,0
55.29,31.99,66.4,278.1,0
54.96,52.12,74.96,325.09,0
63.36,57.39,76.42,98.11,0
64.5,45.9,67.16,357.45,1
56.62,88.33,52.23,192.69,0
51.0,70.7,44.84,222.31,0
58.88,66.19,40.14,440.85,0
50.78,58.76,52.06,38.02,0
54.99,76.74,37.4,338.7,0
62.89,19.13,86.61,338.25,0
50.54,69.67,31.56,201.75,0
61.45,27.16,51.45,246.36,0
60.42,34.84,20.15,446.53,0
47.36,55.11,60.34,535.55,0
62.79,67.2,54.96,427.77,1
60.59,24.24,48.58,526.3,0
55.82,35.77,38.21,217.04,0
48.9,46.76,55.04,110.39,0
48.13,41.65,45.2,293.69,0
50.7,60.37,52.54,396.58,0
59.34,100.0,90.23,77.43,0
47.35,52.55,58.1,188.83,0
58.5,31.77,64.59,202.15,0
45.07,21.66,46.64,342.79,0
53.37,39.15,40.88,327.31,0
55.88,28.08,54.59,206.98,0
74.56,53.42,100.0,321.58,1
43.98,53.14,49.83,162.62,0
66.78,36.66,61.51,248.83,1
56.2,80.73,40.09,148.23,1
58.29,31.76,5.41,281.97,0
55.95,42.85,40.78,203.94,0
58.56,56.5,97.85,382.85,1
53.77,61.06,65.72,296.86,0
66.63,68.0,84.54,272.79,0
51.35,52.71,48.74,512.17,0
64.06,63.92,12.58,345.99,0
49.85,33.03,35.04,255.82,0
54.52,61.53,62.15,229.95,0
46.42,61.29,59.28,158.26,0
58.64,72.23,54.81,292.09,0
66.56,14.97,45.46,336.91,0
54.38,28.67,71.91,70.27,0
53.42,59.82,45.98,136.32,0
46.08,0.0,60.54,238.07,0
53.17,53.86,58.52,168.22,0
42.26,64.08,48.37,305.19,0
47.7,34.63,39.14,321.86,0
56.81,37.26,47.31,285.32,0
65.55,25.67,88.73,366.02,1
77.47,35.61,75.02,229.81,1
50.31,36.13,73.37,294.49,0
66.48,32.71,40.84,179.6,0
56.95,31.72,29.12,334.15,0
53.79,40.12,74.74,309.11,1
58.46,39.9,71.29,156.18,0
55.5,78.73,57.47,281.39,0
55.88,37.9,48.33,295.46,0
51.73,51.19,28.65,333.72,0
43.82,34.62,70.61,338.17,0
42.65,34.39,76.35,213.46,0
60.23,14.32,42.78,391.64,0
52.79,16.72,41.27,362.77,0
50.23,23.27,77.34,213.05,0
55.07,48.31,43.45,162.88,0
61.36,64.37,87.02,222.22,1
56.44,12.84,53.04,123.4,0
49.75,35.12,48.04,324.96,0
64.81,20.4,55.81,442.03,0
67.63,40.24,48.04,470.59,0
58.96,64.36,75.27,169.28,1
62.79,36.96,70.94,394.42,0
64.94,44.14,74.59,310.14,0
64.04,71.19,58.32,12.49,0
59.91,53.24,46.79,260.11,0
59.79,31.32,54.84,246.76,0
59.16,47.86,47.34,445.3,0
46.22,30.1,81.4,195.49,0
60.61,52.57,73.04,367.57,0
44.15,54.28,53.35,287.15,0
48.64,20.39,38.32,126.5,0
65.43,48.15,82.74,233.74,0
61.72,42.88,57.46,483.8,1
66.9,54.8,52.66,279.2,0
52.83,59.96,82.89,408.7,0
45.78,53.59,45.82,402.13,1
53.08,39.54,49.26,246.21,0
55.82,61.8,50.85,145.99,0
55.63,29.28,31.3,161.78,0
64.07,21.23,60.68,474.2,0
52.11,0.0,41.28,318.21,0
57.82,43.74,44.73,91.94,0
47.09,30.21,42.32,400.08,0
58.6,52.16,44.43,85.58,0
55.02,9.52,39.9,200.87,0
49.0,33.35,59.45,309.76,0
53.11,53.46,52.2,602.45,0
53.53,26.46,55.86,397.92,0
52.84,52.37,97.37,242.11,1
69.17,34.97,52.2,303.4,0
54.21,44.41,65.89,410.37,0
53.05,55.71,67.94,470.62,1
38.22,62.15,53.87,270.28,0
47.85,46.66,59.93,273.77,0
52.9,30.35,55.37,200.39,0
49.51,36.76,58.65,379.82,0
66.05,56.47,44.44,423.12,1
53.68,26.62,46.1,67.36,0
65.31,41.79,55.3,252.38,0
55.49,38.05,19.51,154.39,0
55.3,43.14,81.93,318.11,1
54.29,26.83,93.9,151.45,0
55.03,11.67,58.07,141.58,0
68.75,54.37,66.98,434.82,1
36.44,62.35,74.46,280.13,0
38.99,12.74,31.16,292.81,0
50.65,51.64,71.71,351.8,0
55.12,64.5,47.32,416.5,0
60.52,55.73,96.23,249.77,1
58.78,37.5,51.61,252.44,0
51.93,28.02,71.35,252.95,0
63.15,46.46,51.79,429.78,0
63.24,49.46,94.54,291.82,1
56.47,46.72,45.78,265.07,0
62.7,41.76,75.97,346.91,0
57.18,25.51,66.28,519.75,0
50.51,52.61,62.28,308.91,0
60.58,53.48,59.12,267.67,0
55.88,48.61,42.99,533.16,0
55.01,47.0,8.45,459.58,0
66.78,75.23,74.34,442.18,1
35.39,33.76,46.2,239.92,0
43.66,68.07,76.05,228.02,0
45.5,31.79,61.33,79.9,0
52.09,64.96,76.6,415.79,1
52.96,67.2,69.43,309.24,1
42.94,39.73,10.64,83.89,0
47.12,74.9,66.07,444.22,1
48.11,53.44,48.81,259.52,0
74.66,29.21,75.97,274.31,1
69.41,38.27,65.64,118.44,0
51.71,65.39,65.85,359.06,1
52.09,61.62,50.1,360.21,0
45.81,25.96,38.57,294.24,0
39.73,42.49,47.21,249.81,0
54.06,48.66,22.6,615.18,0
47.02,35.86,44.37,155.6,0
54.32,87.44,28.65,213.43,0
42.2,49.21,29.12,384.99,0
48.9,43.89,57.1,178.27,0
56.19,66.44,64.61,169.42,0
57.93,38.43,54.43,435.78,0
58.34,63.13,46.02,372.62,0
44.44,14.98,37.95,358.1,0
61.84,36.83,49.29,321.82,0
48.6,63.88,40.2,216.94,0
60.06,73.26,53.87,269.68,1
54.91,31.08,27.61,290.51,0
43.99,28.98,67.62,401.55,0
52.47,55.21,44.79,351.1,0
57.92,33.79,61.77,188.66,0
59.9,40.17,70.97,394.75,0
53.87,60.78,60.9,98.58,0
67.25,35.21,69.38,261.55,1
63.06,9.62,17.8,162.95,0
52.95,21.58,46.13,197.15,0
61.0,45.18,74.86,531.19,1
70.47,11.46,64.17,123.52,0
70.68,39.65,88.27,201.7,1
45.18,19.94,85.68,361.25,0
47.59,74.52,60.39,243.6,1
66.88,83.97,50.46,318.67,1
46.53,25.95,37.75,471.55,0
44.42,49.62,46.44,378.56,0
51.11,27.71,47.65,243.76,0
58.36,39.43,44.32,283.95,0
54.18,77.46,38.47,363.67,0
49.8,36.6,62.23,376.2,0
49.61,39.85,85.54,302.49,0
49.3,28.03,71.8,343.27,0
47.96,65.63,49.2,343.39,0
73.25,0.0,73.25,288.93,0
57.38,37.03,61.24,227.37,0
62.09,44.17,54.27,389.11,0
51.09,33.1,53.14,335.02,0
53.51,60.54,51.4,50.28,0
49.29,66.64,66.72,200.9,0
33.79,19.58,57.51,242.32,0
43.98,82.68,41.89,275.86,0
40.52,19.38,41.02,444.47,0
37.0,68.2,60.51,684.28,1
45.44,47.7,62.72,4.94,0
65.6,35.93,49.36,336.53,0
54.64,37.63,34.62,308.35,0
65.32,44.4,77.52,278.34,0
58.29,48.75,73.69,365.15,1
61.26,28.44,19.23,317.97,0
47.79,40.79,79.11,256.63,0
59.19,31.13,51.24,303.51,1
60.83,23.13,58.42,366.79,0
50.39,30.29,75.49,355.38,0
59.48,24.3,84.75,322.64,0
59.53,37.44,73.05,229.99,0
50.6,52.78,59.34,638.3,0
46.02,47.17,30.24,343.14,0
45.53,80.54,18.53,391.5,0
55.69,5.21,70.81,239.06,0
57.62,53.45,79.16,322.75,0
48.66,45.12,40.34,321.79,0
55.21,59.68,50.14,70.57,0
59.56,57.9,44.97,214.0,0
59.95,42.03,44.49,211.78,0
67.42,48.11,74.35,227.95,0
65.22,31.61,58.93,171.62,0
46.99,56.05,50.87,305.26,0
68.47,11.18,100.0,467.68,1
50.75,58.98,29.18,315.66,0
63.36,44.58,64.86,158.25,1
55.54,36.23,36.12,176.29,0
51.7,40.81,52.17,254.75,0
40.54,42.13,57.68,130.13,0
53.63,68.35,70.2,336.53,0
42.52,100.0,50.3,462.37,1
62.74,66.96,48.39,230.89,0
67.13,34.82,49.98,309.14,0
48.62,56.34,35.56,248.52,0
57.42,57.12,66.38,224.44,0
49.2,28.35,60.06,322.75,0
49.97,22.31,62.83,220.4,0
61.2,43.86,53.75,202.99,0
54.69,59.54,51.53,105.69,0
68.92,15.99,76.16,307.75,0
51.14,32.02,73.39,428.04,0
62.99,55.31,80.47,384.88,1
55.78,45.75,61.71,479.04,0
61.37,70.49,79.35,219.06,0
51.42,19.6,47.51,402.1,0
54.6,87.34,51.38,167.68,0
54.08,17.32,76.51,385.11,0
48.31,8.48,70.18,497.3,0
60.3,43.94,49.77,359.81,0
60.2,24.58,36.17,499.42,0
59.75,44.3,51.33,228.15,0
67.3,43.67,42.67,283.89,0
66.59,41.48,86.04,190.12,1
52.0,29.84,68.68,304.17,0
57.98,52.79,41.21,332.36,0
50.01,39.29,36.19,303.12,0
55.19,64.87,40.99,243.1,0
50.2,41.75,44.94,241.11,0
67.96,27.64,52.0,341.42,0
57.91,14.62,75.06,280.89,0
53.26,41.9,37.6,161.78,0
64.55,22.15,96.21,72.33,0
37.64,20.7,38.02,228.54,0
38.89,54.49,29.64,134.13,0
61.37,13.0,85.39,199.73,0
55.48,70.42,78.78,249.2,1
57.0,47.87,51.72,282.47,0
44.39,44.21,61.86,220.08,0
54.81,26.37,62.32,562.94,1
71.03,58.76,57.46,148.67,0
61.59,44.95,31.66,445.11,0
56.36,32.65,10.32,280.49,0
51.49,48.6,39.79,221.1,0
51.84,14.71,87.69,370.51,0
37.97,15.56,88.4,245.65,0
57.06,24.84,50.29,203.16,0
61.76,51.29,37.76,514.78,0
42.4,44.94,60.01,36.66,0
49.71,63.88,62.9,270.62,0
45.74,28.44,65.81,322.81,0
47.28,55.34,9.51,468.96,0
55.43,42.95,100.0,252.19,0
38.32,28.03,75.38,619.32,0
59.91,51.94,51.44,391.09,1
61.03,43.81,42.07,15.92,0
52.99,33.68,72.77,125.56,1
35.15,45.76,63.92,328.43,0
47.03,42.67,56.66,162.74,0
64.86,42.23,63.25,365.74,1
32.78,37.57,52.97,245.55,0
52.22,21.51,62.23,156.48,0
45.56,46.35,68.07,184.25,0
61.44,30.55,61.18,402.23,0
49.6,26.63,60.24,57.25,0
58.23,40.67,80.07,425.43,1
59.52,58.21,26.25,428.94,0
69.69,48.34,40.64,260.23,0
53.38,35.44,55.48,131.47,0
58.01,34.72,41.86,366.7,0
43.12,56.44,47.87,241.64,0
64.52,1.86,78.18,118.19,0
48.92,59.35,52.32,529.1,0
50.51,11.27,22.07,193.87,0
54.82,19.52,47.38,123.34,0
42.5,35.74,56.05,334.21,0
56.83,84.06,55.71,291.86,0
62.74,75.19,65.01,478.34,1
57.34,57.72,63.54,254.34,0
42.29,51.42,52.5,255.61,0
54.01,11.48,33.53,340.23,0
60.94,47.82,47.06,323.94,0
39.98,35.11,43.79,327.6,0
46.4,30.3,49.87,332.63,0
62.01,47.79,67.44,319.75,0
57.16,36.52,62.27,250.02,0
58.3,60.65,69.83,399.92,1
69.88,10.15,48.09,256.81,0
58.75,46.35,82.15,396.52,0
60.26,29.18,67.11,466.53,1
76.69,37.63,57.02,218.7,0
53.29,50.48,65.86,588.54,1
48.62,24.89,42.84,214.49,0
58.42,47.96,17.04,215.35,0
58.51,41.18,44.08,364.8,0
50.79,33.11,68.45,352.99,0
46.74,36.53,56.44,308.62,0
73.48,42.22,52.54,398.19,0
57.61,31.18,39.74,330.32,0
49.14,45.13,19.8,547.89,0
62.33,39.99,80.65,293.61,0
54.13,34.0,51.26,197.46,0
52.98,73.62,47.27,233.79,0
59.5,52.47,42.91,356.56,0
44.66,38.11,77.58,358.31,0
57.82,47.63,70.86,324.78,1
70.3,26.52,37.59,198.06,0
58.73,37.14,75.96,433.04,0
51.99,39.24,52.39,532.44,0
50.94,22.56,44.01,303.51,0
51.72,51.97,49.71,517.27,0
52.97,35.9,40.9,403.95,0
51.98,38.6,31.22,566.24,0
62.33,34.76,68.97,356.72,1
41.13,98.26,51.03,316.39,0
61.9,33.07,66.11,401.09,0
51.96,7.76,60.17,247.97,0
58.02,16.2,64.87,348.85,0
45.98,58.67,18.17,459.69,0
65.63,69.06,39.4,398.34,1
64.97,32.73,65.25,296.29,0
62.68,68.02,32.05,324.05,0
42.88,58.35,61.72,390.92,0
61.63,41.59,29.97,386.93,0
58.24,40.31,55.3,390.01,0
42.16,48.26,83.98,340.73,0
54.81,60.79,68.94,201.05,0
57.92,52.15,21.69,220.18,0
59.45,32.82,70.27,355.34,1
56.42,41.86,87.8,399.78,0
57.33,80.66,100.0,384.23,1
66.79,49.52,63.55,218.97,0
64.81,60.65,30.44,281.86,1
32.06,54.72,62.82,159.09,0
52.46,49.92,83.73,133.03,0
53.68,46.96,51.63,309.78,0
40.98,61.15,73.78,462.98,1
55.75,57.94,39.89,311.98,0
64.99,49.75,61.7,528.98,1
46.31,32.51,10.19,280.31,0
57.69,51.94,37.89,303.75,0
47.67,43.79,54.89,181.08,0
49.62,39.45,48.46,258.33,0
66.82,93.22,31.59,157.21,0
50.66,17.3,46.01,114.56,0
58.7,62.25,60.93,159.25,0
40.03,29.47,53.45,310.23,0
69.9,47.36,56.1,211.6,0
59.82,91.23,68.18,240.02,1
53.54,27.68,48.82,349.18,0
59.6,31.97,79.47,114.14,0
43.72,44.68,37.19,309.72,0
64.46,29.75,89.7,401.77,1
52.41,60.91,75.03,412.15,1
53.37,35.38,48.59,361.99,0
51.07,56.77,49.79,293.74,0
50.35,21.07,58.72,225.15,0
60.56,12.48,65.78,290.12,0
57.05,40.88,74.7,498.42,0
60.21,16.77,30.87,332.77,0
54.93,72.33,62.87,287.17,0
59.11,17.46,16.9,367.64,0
51.65,26.32,51.81,305.97,0
72.84,52.45,81.17,327.1,1
42.46,34.45,29.48,270.39,0
65.09,17.67,26.21,250.21,0
65.94,81.72,58.97,419.52,0
48.18,26.97,79.97,65.96,0
72.83,41.47,60.86,357.43,1
62.96,41.23,20.72,242.79,0
62.77,57.79,24.7,71.37,0
55.22,53.32,56.76,183.05,0
53.26,30.12,33.77,295.67,0
53.32,39.14,57.46,312.18,0
58.12,40.92,58.53,388.8,1
66.21,58.48,46.18,396.96,1
56.45,23.97,87.67,114.39,0
47.71,81.33,65.63,345.3,0
61.6,31.33,76.81,387.43,0
62.37,44.84,71.57,326.27,1
60.24,24.12,52.3,360.29,0
60.96,21.63,51.5,68.1,0
52.83,29.26,49.64,181.17,0
47.57,27.53,67.26,463.93,0
48.05,37.54,43.29,266.44,0
41.92,27.38,86.05,566.77,1
56.9,57.52,41.57,146.59,0
54.33,30.91,58.86,487.65,0
51.48,28.91,50.88,226.72,0
31.36,37.93,46.89,403.49,0
45.02,62.87,94.1,264.55,0
63.97,48.87,47.1,313.88,0
49.68,43.21,49.52,371.47,1
57.88,19.21,43.05,226.4,0
43.87,24.43,55.74,396.13,0
66.51,21.99,53.18,268.1,0
53.85,68.52,34.85,321.37,0
57.32,54.55,47.36,0.0,0
73.61,29.49,65.97,259.52,0
67.13,34.84,73.49,451.63,1
52.55,30.14,55.43,383.36,0
50.25,29.05,56.06,406.39,0
52.4,53.29,48.5,306.4,0
59.08,39.82,45.96,501.15,1
54.16,82.46,38.45,334.61,0
51.84,67.51,26.98,220.79,0
66.74,68.57,42.36,402.62,1
54.09,57.08,71.27,410.71,0
73.4,37.39,47.36,375.55,1
55.73,55.76,48.77,251.65,0
69.28,38.72,48.42,333.78,0
57.86,74.34,77.4,467.2,1
62.7,52.28,38.29,357.31,0
49.2,49.72,59.99,122.67,0
48.17,47.29,53.77,224.55,0
58.68,76.32,56.22,218.97,1
62.91,19.19,59.4,209.48,0
55.32,78.09,56.03,46.65,0
44.71,41.65,69.27,526.87,1
44.12,19.69,54.47,194.85,0
43.58,31.46,86.4,203.53,0
40.86,15.29,55.8,66.99,0
55.88,56.77,24.34,403.97,0
64.0,26.31,66.49,289.1,0
54.89,48.04,62.06,257.89,0
36.92,65.42,55.59,264.24,0
53.47,32.9,50.33,370.54,0
53.7,40.17,16.94,242.4,0
71.77,21.54,19.96,61.33,0
43.34,38.01,84.66,145.02,0
51.87,91.33,44.46,138.78,0
68.65,59.0,72.38,333.04,1
58.6,40.23,26.15,411.6,0
59.51,33.99,36.16,475.9,0
55.92,44.23,67.22,103.81,0
57.64,47.34,53.15,374.43,0
61.22,37.46,64.68,226.19,0
48.52,54.54,54.75,650.81,1
62.02,27.84,51.26,466.03,0
44.02,27.75,42.76,504.23,0
57.63,51.66,33.51,396.29,0
56.43,23.96,80.25,345.83,0
50.07,58.12,83.21,251.69,1
54.82,44.74,36.3,228.08,0
50.02,12.1,35.13,203.99,0
46.43,46.97,48.74,374.11,0
52.17,14.67,61.13,487.25,0
46.17,57.48,51.73,257.18,0
57.58,40.52,63.99,213.32,0
45.8,78.32,54.11,121.98,0
60.7,64.28,52.94,329.36,1
45.55,25.91,98.44,447.51,1
50.47,8.63,45.55,453.52,0
50.0,31.41,84.52,465.41,0
65.6,23.02,81.04,349.85,0
57.64,77.86,64.07,310.82,1
53.31,44.81,20.33,453.87,0
58.99,61.8,55.56,166.79,0
38.14,39.87,45.74,247.1,0
54.65,41.77,55.36,505.3,0
70.98,44.41,35.87,171.05,0
56.06,64.92,68.61,295.87,0
55.54,50.61,72.73,375.76,1
59.39,25.97,76.06,309.92,0
62.16,74.21,48.12,437.93,0
39.02,39.73,35.93,483.08,0
41.54,36.8,61.33,357.56,0
56.68,0.0,86.61,466.81,0
49.28,56.42,56.25,188.56,0
65.5,46.82,63.14,281.1,0
52.48,46.8,50.77,588.62,0
39.52,37.75,45.94,533.15,0
44.86,34.65,66.85,146.77,0
33.0,38.35,53.09,298.47,0
53.13,53.34,62.26,316.33,0
53.49,56.5,64.14,349.98,0
51.6,40.84,61.26,452.89,0
63.63,62.08,65.04,520.7,1
64.59,43.58,39.65,304.49,0
53.64,35.92,38.55,434.64,0
37.92,48.57,54.23,377.78,0
59.94,20.53,54.67,297.46,0
59.44,49.19,45.6,96.22,0
57.48,17.24,59.34,422.22,0
62.85,26.5,71.35,372.62,0
45.68,8.66,76.38,346.75,0
71.07,41.85,80.42,182.25,1
47.32,73.97,31.33,535.1,0
60.99,42.89,34.07,318.3,0
41.5,56.58,49.79,163.03,0
47.56,87.34,56.45,143.72,0
67.13,52.27,50.71,381.3,0
52.91,31.23,45.05,384.87,0
61.72,33.7,49.52,244.44,0
56.9,45.01,63.7,355.52,0
54.16,33.61,31.07,380.11,0
65.91,34.95,97.18,316.79,1
53.11,62.73,55.38,215.84,0
40.75,63.47,73.92,415.36,0
48.57,15.36,44.56,400.52,0
59.41,30.27,65.34,368.12,0
58.16,36.65,56.8,199.95,0
